gameid,home_team_id,away_team_id,home_player1,home_player2,home_player3,home_player4,home_player5,home_player6,home_player7,home_player8,home_player9,home_player10,home_player11,home_player12,home_player13,home_player14,home_player15,away_player1,away_player2,away_player3,away_player4,away_player5,away_player6,away_player7,away_player8,away_player9,away_player10,away_player11,away_player12,away_player13,away_player14,away_player15
0021500001,1610612737,1610612765,203145,200794,201143,2594,201952,200757,201168,203934,203471,203488,203118,203200,202714,,,202694,101141,203083,203484,202704,1626169,203382,2581,201975,201202,203493,203915,1626199,
0021500002,1610612741,1610612739,203503,202703,2200,202710,201565,201166,203926,201149,202734,201959,203946,2550,1626171,,,2544,201567,202389,2747,2590,2210,202684,203521,2592,203099,2760,203925,201619,
0021500003,1610612744,1610612740,203084,203110,101106,202691,201939,2738,2571,203105,203949,201578,2733,201575,201574,,,201967,203076,2570,201569,101126,202397,201582,202087,201583,201600,202337,201950,
0021500004,1610612753,1610612764,203095,202699,202696,203506,203901,203932,201228,1626209,203473,201160,101112,203894,203094,,,203490,2743,101162,203078,202322,201196,2400,2403,202390,201971,201162,1626162,202066,
0021500005,1610612738,1610612755,203109,101135,203092,202340,203935,203096,202738,202323,101161,201973,1626179,1626175,203482,,,203138,203457,1626143,203960,203477,204456,203924,1626174,1626158,203496,203088,203917,
0021500006,1610612751,1610612741,2207,201152,201572,201961,203499,202388,202711,200745,1626178,203080,203900,101127,203508,,,203503,202703,2200,202710,201565,201166,201149,203926,201959,202734,2550,203946,1626171,
0021500007,1610612765,1610612762,202694,101141,203083,203484,202704,201975,2581,201229,203382,1626169,203493,201202,203915,,,202330,202324,203497,203918,203526,203504,202692,1626168,204060,202407,202344,203187,202353,
0021500008,1610612748,1610612766,2736,2547,202355,2548,201609,2617,1626159,201596,101123,201177,2365,203516,204020,,,203798,101107,2744,201587,202689,203469,202391,201150,203148,1626163,201946,1626151,203087,
0021500009,1610612761,1610612754,201960,2449,202685,201942,200768,202687,202335,203082,202709,201949,203461,1626181,1626153,,,101139,202331,101133,101145,201588,201155,201941,202730,201978,1626202,203524,1626167,203963,
0021500010,1610612745,1610612743,2772,203093,203991,201935,201951,1626149,201147,201976,1891,1626155,203909,2730,201977,,,201568,202702,203530,203914,1626144,2749,203115,200751,201589,203999,2034,203475,201581,
0021500011,1610612763,1610612739,201145,2216,201188,201584,201144,2754,201148,2440,2757,203210,203919,203893,1713,,,2544,201567,202389,2747,2590,2210,202684,203521,2760,203099,201619,2592,203925,
0021500012,1610612749,1610612752,203114,203142,202328,201573,203487,202349,203948,203089,1626173,203101,203996,203507,201564,,,2546,204001,201577,2756,101181,202682,203124,204038,1626170,202498,203921,201167,202338,
0021500013,1610612760,1610612759,201142,201586,203500,203460,201566,201627,202683,203079,201571,2555,203956,200779,202713,,,200746,202695,1495,201980,2225,201988,2564,1938,203937,2561,2588,2446,203492,
0021500014,1610612756,1610612742,200782,202693,2199,202688,202339,203933,203141,203458,201603,202720,101179,203462,1626164,,,202083,1717,2585,101109,101114,203939,202379,2734,200826,101111,203098,1626147,1626257,
0021500015,1610612757,1610612740,202329,203086,203486,203468,203081,203459,202334,203943,203090,1626192,204025,2549,1626242,,,201967,203076,2570,201569,201950,202087,201583,202397,201582,101126,201600,202337,
0021500016,1610612758,1610612746,200752,202326,201585,203463,200765,201956,1626161,201158,201954,2406,202341,203112,203552,,,202362,201933,201599,200755,101108,2037,1718,2746,203085,202325,202332,201601,203143,
0021500017,1610612747,1610612750,977,203944,201579,203903,1626156,101150,201156,203527,101138,1626273,204028,1626148,203135,,,2419,708,1626157,203952,201937,202357,2755,203498,203897,203476,203940,204014,1889,
0021500018,1610612754,1610612763,202331,201941,101133,101145,201588,201978,201155,1626167,101139,202730,203524,203963,1626202,,,2754,2216,201188,201584,201144,201145,2757,2440,201148,203210,203919,1713,203893,
0021500019,1610612752,1610612737,2546,204001,201577,101181,2756,203124,204038,202682,1626170,202498,203921,201167,202338,,,203145,200794,201143,2594,201952,201168,203200,203471,203934,203118,204002,203501,202714,
0021500020,1610612746,1610612742,202362,201933,201599,200755,101108,1718,2746,203085,2037,202325,203143,201601,202332,,,202379,1717,2585,203098,101109,203939,200826,2734,101111,1626147,1626257,202083,101114,
0021500021,1610612739,1610612748,2544,201567,202389,2747,2590,203521,2210,202684,203099,2760,2592,203925,201619,,,2736,2547,202355,201609,2548,1626159,201596,101123,201177,2405,203516,204020,2617,
0021500022,1610612753,1610612760,203095,202699,202696,203506,203901,201228,1626209,203932,203473,203894,101112,203094,201160,,,201142,201586,203500,203460,201566,201627,201571,203079,202683,202713,2555,203956,200779,
0021500023,1610612755,1610612762,203960,203457,1626143,203138,203477,203917,203924,204456,1626158,1626174,203496,203088,,,,202330,202324,203497,203918,203526,202407,202692,203504,202344,1626168,204060,203187,202353,
0021500024,1610612738,1610612761,203109,101135,203092,202340,203935,202738,203482,101161,202323,203096,201973,1626154,1626179,,,201960,2449,202685,201942,200768,202335,202687,203082,202709,203461,201949,1626181,1626153,
0021500025,1610612765,1610612741,202694,101141,203083,203484,202704,203382,2581,201229,1626169,203493,201202,203915,1626199,,,203503,202703,2200,202710,201565,202734,201149,201166,201959,203926,1626245,2550,1626171,
0021500026,1610612737,1610612766,203145,200794,201143,201952,203471,203934,201168,200757,203118,203501,203200,202714,204002,,,201587,101107,2744,203798,202689,203469,201150,202391,203087,1626163,201946,1626151,203148,
0021500027,1610612749,1610612764,203507,203948,202328,203114,203487,203142,201573,203101,203996,202349,203089,201564,1626173,,,203490,2743,101162,203078,202322,2400,202390,2403,201196,201162,1626162,202066,201971,
0021500028,1610612759,1610612751,202695,200746,1495,201980,2225,201988,1938,2564,203937,2561,2446,203492,1626246,,,2207,201152,201572,201961,101127,203499,202711,1626178,200745,203080,203900,202388,203508,
0021500029,1610612743,1610612750,201568,202702,203530,203914,1626144,203115,200751,2749,201589,203999,2034,203475,201581,,,2419,708,1626157,203952,201937,202357,2755,203498,203476,203897,1889,203940,204014,
0021500030,1610612745,1610612744,2772,203093,2730,201935,201951,203991,1626149,201976,201147,203909,1626155,1891,201977,,,203084,203110,203105,202691,201939,2738,2733,201578,2571,201574,203949,201575,203546,
0021500031,1610612758,1610612747,200752,202326,1626161,203463,200765,201954,201956,201585,201158,202341,203552,203961,2406,,,977,203944,201579,203903,1626156,101138,101150,201156,203527,1626273,204028,1626148,203135,
0021500032,1610612756,1610612757,200782,202693,2199,202688,202339,201603,203458,202720,203933,101179,1626164,203462,203141,,,202329,203086,203486,203468,203081,203459,202334,203090,203943,1626192,1626242,204025,2549,
0021500033,1610612754,1610612762,101139,202331,101133,101145,201588,201155,1626167,202730,201978,203524,203963,1626202,201941,,,202330,202324,203497,203918,203526,202344,203504,202692,1626168,204060,202407,203187,203481,
0021500034,1610612764,1610612752,203490,2743,101162,203078,202322,2400,2403,202390,201196,201162,201971,1626162,202066,,,2546,204001,201577,101181,2756,202498,204038,203124,1626170,202682,201167,203921,202338,
0021500035,1610612740,1610612744,201967,203076,2570,201569,201950,201600,202397,201962,202337,201583,201582,202087,,,,203084,203110,203105,202691,201939,2738,2733,201578,2571,203949,201575,203546,201574,
0021500036,1610612763,1610612751,2754,2216,201188,201584,201144,201145,203210,2757,2440,201148,203919,1713,203893,,,2207,201152,201572,203900,101127,200745,202711,203499,203080,1626178,201961,203508,202388,
0021500037,1610612757,1610612756,202329,203086,203486,203468,203081,203459,203090,202334,203943,204025,1626192,2549,1626242,,,200782,202693,2199,202688,202339,203933,201603,203458,202720,101179,203141,1626164,203462,
0021500038,1610612746,1610612758,202362,201933,201599,200755,101108,1718,2037,2746,203085,202325,201601,202332,203143,,,200752,202326,1626161,203463,200765,201956,201954,201585,201158,2406,203112,202341,203552,
0021500039,1610612766,1610612737,203798,101107,2744,201587,202689,203469,201150,202391,203087,1626163,203584,201946,203148,,,203145,200794,201143,2594,201952,201168,203934,203471,200757,203118,203200,202714,203488,
0021500040,1610612738,1610612759,203109,101135,203092,202340,203935,202738,202323,203096,101161,201973,203482,1626154,1626179,,,202695,200746,1495,201980,2225,2564,201988,1938,203937,2446,2561,2588,203492,
0021500041,1610612748,1610612745,2736,2547,202355,2548,201609,1626159,201596,101123,201177,204020,203516,2617,2405,,,2772,201977,203991,201935,201951,1626149,201976,201147,101236,1891,1626155,2730,203909,
0021500042,1610612761,1610612749,201960,2449,202685,201942,200768,202687,202335,203082,202709,203461,201949,1626181,1626153,,,203507,203948,202328,203114,203487,202349,203101,203142,201573,1626173,203996,203089,201564,
0021500043,1610612741,1610612753,203503,202703,2200,202710,201565,201149,201959,201166,203926,202734,203946,1626245,1626171,,,203095,202699,202696,203506,203901,1626209,203932,101112,203894,201228,201160,203094,203473,
0021500044,1610612760,1610612743,201142,201586,203500,203460,201566,203079,202713,201571,202683,2555,201627,1626166,203956,,,201568,202702,203530,203914,1626144,201589,2749,203999,200751,203115,203475,201581,2034,
0021500045,1610612747,1610612742,977,203944,201579,203903,1626156,101150,201156,101138,203527,1626273,204028,1626148,1897,,,202718,1717,2585,202083,101114,101109,203939,2734,200826,101111,202379,203098,1626257,
0021500046,1610612755,1610612739,203496,203457,1626143,203917,203477,203138,203924,204456,1626158,203960,1626174,203088,,,,2544,201567,202389,2747,2590,2210,203521,202684,2760,203099,2592,203925,201619,
0021500047,1610612751,1610612749,2207,201152,201572,203900,101127,200745,1626178,202711,203080,203499,201961,203508,202388,,,203114,203507,202328,201573,203487,202349,203101,203948,203142,203898,203996,203953,1626173,
0021500048,1610612752,1610612759,2546,204001,201577,101181,2756,204038,203124,1626170,202498,202682,202338,203921,201167,,,200746,202695,1495,201980,2225,203937,201988,2564,1938,2561,1626246,203492,2446,
0021500049,1610612745,1610612760,2772,201977,2730,201935,201951,201976,203991,201147,1626149,1626155,101236,203909,1891,,,201142,201586,203500,203460,201566,203079,202713,202683,201571,201627,2555,203956,1626166,
0021500050,1610612750,1610612757,2419,708,1626157,203952,201937,2755,202357,203476,203897,203498,1889,203940,204014,,,202329,203086,203486,203468,203081,203090,203459,202334,203943,1626192,204025,2549,1626242,
0021500051,1610612744,1610612763,203084,203110,203105,202691,201939,2738,201578,2733,2571,201575,203949,203546,201574,,,2754,2216,201188,201584,201144,201145,203210,2440,2757,201148,1713,203919,203893,
0021500052,1610612746,1610612756,202362,201933,201599,200755,101108,1718,2746,2037,203085,202325,201601,202332,203143,,,200782,202693,2199,202688,202339,101179,203933,203458,202720,201603,203141,203462,203928,
0021500053,1610612766,1610612741,203798,101107,2744,201587,202689,203469,203087,201150,202391,1626163,201946,203148,203584,,,203503,202703,2200,202710,201565,201149,203926,201166,201959,202734,1626171,203946,1626245,
0021500054,1610612765,1610612754,202694,101141,203083,203484,202704,1626169,2581,203382,201229,203493,203915,201202,1626199,,,101139,202331,101133,101145,201588,1626167,201155,202730,201978,201941,203524,203922,1626202,
0021500055,1610612748,1610612737,2736,2547,202355,2548,201609,201177,201596,204020,1626159,2365,203516,2617,1626196,,,203145,200794,201143,2594,201952,201168,203471,203934,203118,203200,203501,202714,203488,
0021500056,1610612740,1610612753,202337,203076,201582,201569,201950,201962,201583,201967,202087,202397,201600,,,,,203095,202699,202696,203506,203901,201228,1626209,203932,201160,203473,203894,101112,203094,
0021500057,1610612742,1610612761,202718,1717,2585,202083,101114,101109,203939,2734,101111,200826,1626257,1626147,202379,,,201960,2449,202685,201942,200768,203082,202687,202709,202335,1626181,203461,201949,1626153,
0021500058,1610612758,1610612763,200752,201585,1626161,203463,200765,201956,201954,201158,2406,202341,203961,203552,203112,,,2754,2216,201188,201584,201144,201145,2757,2440,203210,201148,203893,203919,1713,
0021500059,1610612747,1610612743,977,203944,201579,203903,1626156,101138,101150,203527,201156,1626273,204028,1626204,1897,,,201568,202702,201581,203914,1626144,201589,2749,203115,2034,200751,203475,203999,203530,
0021500060,1610612754,1610612738,202331,202730,201941,101145,201588,201155,1626167,201978,203922,203524,101133,101139,1626202,,,203109,101161,203096,202340,202738,203482,1626179,203092,202323,201973,101135,1626154,
0021500061,1610612764,1610612759,203490,2743,101162,203078,202322,2403,2400,201196,202390,202066,201162,201971,1626162,,,200746,202695,1495,201980,2225,2564,1938,201988,203937,2561,2446,1626246,203492,
0021500062,1610612737,1610612751,203145,200794,201143,203471,201952,203200,201168,202714,200757,203118,203934,203488,203501,,,2207,201152,201572,203900,101127,202711,201961,203499,200745,203080,1626178,203508,202388,
0021500063,1610612739,1610612752,2544,201567,202389,2210,2590,203521,202684,203099,2592,2760,203925,201619,2747,,,2546,204001,201577,2756,101181,202338,203124,204038,202498,1626170,202682,203921,200811,
0021500064,1610612745,1610612753,2772,201977,2730,201935,201951,203991,201976,201147,1626149,1891,1626155,101236,203909,,,203095,202699,202696,203506,203901,201228,203473,203932,1626209,201160,203894,101112,203094,
0021500065,1610612749,1610612755,203507,203953,202328,203114,201573,203948,1626173,202349,203101,203898,203142,203487,203996,,,203924,203457,1626143,203917,204456,203138,1626158,203960,203477,203515,203496,203088,1626174,
0021500066,1610612760,1610612761,201142,201586,203500,203460,201566,202683,203079,2555,202713,201571,201627,203956,1626166,,,201960,2449,202685,201942,200768,202687,202335,203082,202709,203461,201949,1626181,1626153,
0021500067,1610612756,1610612758,200782,202693,2199,202688,202339,203933,201603,203458,202720,101179,1626164,203141,203462,,,202341,200752,1626161,201954,200765,201158,201585,201956,2406,203463,203552,203112,203961,
0021500068,1610612762,1610612757,202330,202324,203497,203918,203526,203504,202344,202692,1626168,204060,202407,203187,202353,,,202329,203086,203486,203468,203081,203459,202334,203090,203943,1626192,204025,2549,1626242,
0021500069,1610612744,1610612746,203084,203110,203105,202691,201939,2733,2738,201578,2571,203949,203546,201575,201574,,,202362,201933,201599,200755,101108,1718,2037,2746,203085,202325,202332,201601,203143,
0021500070,1610612741,1610612760,203926,202703,2200,202710,201565,203503,201149,202734,201959,201166,203946,1626245,1626171,,,201142,201586,203500,203460,201566,203079,202713,202683,2555,201571,201627,203956,1626166,
0021500071,1610612750,1610612748,2419,708,1626157,203952,201937,202357,2755,203897,203476,203498,203940,1889,204014,,,2736,2547,202355,2548,201609,1626159,204020,201177,1626196,2365,203516,2617,2405,
0021500072,1610612742,1610612766,202083,1717,2585,101109,101114,101111,202379,200826,2734,203939,202718,203098,1626147,,,203798,101107,2744,201587,202689,203469,202391,201150,203087,203148,1626163,203584,201946,
0021500073,1610612743,1610612762,201568,202702,201581,203914,1626144,201589,200751,203999,2749,203115,2034,203123,203530,,,202330,202324,203497,203918,203526,202692,203187,202344,203504,1626168,204060,202407,202353,
0021500074,1610612757,1610612763,202329,203086,203486,203468,203081,203943,203459,202334,203090,1626192,2549,1626242,204025,,,2754,2216,201188,201584,201144,2757,201145,203210,2440,201148,203893,203950,1713,
0021500075,1610612753,1610612761,203095,202699,203473,203506,203901,203932,101112,201228,1626209,203894,201160,203906,203094,,,201960,2449,202685,201942,200768,202687,202335,202709,203082,203461,201949,1626181,1626153,
0021500076,1610612738,1610612764,203109,101161,203096,202340,202738,203482,202323,201973,101135,1626179,1626154,203092,1626175,,,203490,2743,101162,203078,202322,201162,201196,2403,202390,202066,1626162,201971,2400,
0021500077,1610612751,1610612747,2207,201152,201572,1626178,101127,202711,201961,200745,203080,203499,203900,203508,202388,,,977,203944,201579,203903,1626156,101150,204028,1897,1626204,201156,101138,1626273,203527,
0021500078,1610612739,1610612755,2544,201567,202389,203099,2590,202684,2210,203521,2592,203925,2760,201619,2747,,,203924,203457,1626143,203917,204456,203138,1626158,203960,203515,203477,1626174,203496,203088,
0021500079,1610612752,1610612749,2546,204001,201577,101181,2756,1626170,204038,202682,203124,202498,202338,200811,203921,,,203507,203953,202328,203898,203114,202349,203089,201573,203948,203101,203142,203996,1626173,
0021500080,1610612754,1610612748,202331,202730,101133,101145,201588,201978,201155,1626167,203922,201941,203524,101139,1626202,,,2736,2547,202355,2548,201609,1626159,201596,201177,204020,2365,203516,2617,2405,
0021500081,1610612740,1610612737,202337,201967,203076,201569,201950,201582,202397,201583,201962,202087,201600,202708,,,,203145,200794,201143,2594,201952,201168,203471,203934,203118,203200,203501,202714,203488,
0021500082,1610612756,1610612765,200782,202693,2199,202688,202339,203141,201603,203933,101179,202720,203458,1626164,203462,,,202694,101141,203083,203484,202704,1626169,201229,2581,203382,201202,203493,203915,1626199,
0021500083,1610612744,1610612743,203084,203110,203105,202691,201939,2738,201578,2733,2571,203949,203546,201574,201575,,,203115,201568,202702,203914,1626144,201581,2749,200751,2034,203999,201589,203123,203530,
0021500084,1610612758,1610612745,202341,200752,201585,201158,200765,201956,1626161,201954,203463,203552,203112,2406,203961,,,201977,2772,203991,201935,201951,1891,101236,201147,1626149,1626155,203909,2730,
0021500085,1610612741,1610612750,203926,202703,2200,202710,201565,201149,201166,203503,201959,202734,203946,1626245,1626171,,,2419,708,1626157,203952,201937,203476,202357,203498,203897,203940,1626145,1889,204014,
0021500087,1610612755,1610612753,203924,203457,1626143,203917,204456,1626158,203960,203515,203138,203477,1626174,203496,203088,,,203095,202699,203473,203506,203901,201160,1626209,203932,201228,203894,101112,203906,203094,
0021500086,1610612737,1610612764,203145,200794,201143,2594,201952,203488,200757,203471,203118,203200,204002,202714,203934,,,203490,2743,101162,203078,202322,201162,201196,202390,2403,202066,1626162,201971,2400,
0021500088,1610612742,1610612740,202718,1717,2585,202083,101114,203939,101109,2734,1626147,202379,200826,203098,101111,,,202337,203076,201582,201569,202397,201583,201962,201967,202087,201600,202708,201950,
0021500089,1610612749,1610612751,203507,203953,202328,203114,203898,202349,203948,203089,201573,203101,203996,1626173,203142,,,2207,201152,201572,1626178,101127,202711,203499,201961,203080,200745,203508,203900,202388,
0021500090,1610612759,1610612766,202695,200746,1495,201980,2225,2561,1938,2564,201988,2446,203937,203492,1626246,,,203798,101107,2744,201587,202689,203469,203087,202391,201150,1626163,203584,203148,201946,
0021500091,1610612762,1610612763,202330,202324,203497,203918,203526,203504,202692,202344,204060,1626168,203187,202407,202353,,,2754,2216,201188,201584,201144,201148,2440,201145,2757,203950,203210,1713,203893,
0021500092,1610612758,1610612744,203112,200752,201585,202341,200765,201158,1626161,201956,2406,203463,203552,1626251,203961,,,203084,203110,203105,202691,201939,2738,2733,201574,2571,201578,203546,203949,201575,
0021500093,1610612746,1610612745,202362,201933,201599,200755,203085,203143,1718,2037,2746,202325,201601,202332,101108,,,2772,201977,2730,201951,201935,203991,201147,1626149,1891,1626155,101236,203909,
0021500094,1610612739,1610612754,2544,201567,202389,2210,2590,203521,202684,2592,203099,203925,201619,2747,2760,,,202331,201941,101133,101145,201588,202730,1626167,201978,203922,203524,101139,201155,1626202,
0021500095,1610612752,1610612747,2546,204001,201577,101181,2756,203124,202682,1626170,204038,202338,202498,200811,203921,,,977,203944,201579,203903,1626156,101150,1897,201156,1626204,204028,101138,1626273,203527,
0021500096,1610612748,1610612761,2736,2547,202355,2548,201609,1626159,201177,201596,204020,203516,2617,2365,2405,,,201949,2449,202685,201942,200768,202335,203082,202687,202709,1626181,203461,203512,1626153,
0021500097,1610612760,1610612756,201142,201586,203500,203460,201566,202683,203079,202713,203956,201571,1626166,2555,201627,,,200782,202693,2199,202688,202339,203462,203458,203933,202720,101179,1626164,203141,201603,
0021500098,1610612757,1610612765,202329,203086,203486,203468,203081,203459,202334,203943,203090,1626146,1626192,204025,2549,,,202694,101141,203083,203484,202704,1626169,2581,201229,203382,201202,203493,203915,1626199,
0021500099,1610612754,1610612753,101139,202331,101133,101145,201588,201941,201155,1626167,201978,203922,202730,203524,1626202,,,203095,202699,203473,203506,203901,203932,101112,1626209,201228,203894,203906,203094,201160,
0021500100,1610612755,1610612741,203924,1626158,1626143,203917,204456,203960,1626174,203477,203138,203515,203496,203088,203457,,,203926,202703,2200,202710,201565,203503,201959,201166,1626171,202734,203946,1626245,201149,
0021500101,1610612737,1610612750,203145,200794,201143,2594,201952,201168,200757,203471,203200,203118,202714,203488,203934,,,2419,708,1626157,203952,201937,202357,2755,203897,203476,203498,1889,203940,204014,
0021500102,1610612743,1610612757,201568,202702,201581,203914,1626144,200751,201589,203999,203115,203123,203530,2034,2749,,,202329,203086,203486,203468,203081,203459,202334,203090,203943,1626146,1626192,204025,2549,
0021500103,1610612758,1610612759,200752,202326,1626161,202341,200765,201158,201956,201585,203463,203112,2406,1626251,203961,,,202695,1495,200746,201980,2225,201988,1938,2564,203937,2561,2446,203492,1626246,
0021500104,1610612744,1610612765,203084,203110,203105,202691,201939,2738,101106,2733,2571,201578,203949,201575,201574,,,202694,101141,203083,203484,202704,1626169,201229,2581,203382,203493,201202,203915,1626199,
0021500105,1610612746,1610612763,202362,201933,201599,200755,101108,203085,1718,2746,2037,202325,201601,202332,203143,,,2754,2216,201188,201584,201144,203210,201145,2440,2757,1713,203893,203950,201148,
